Ido,Restaurante,Prato,Descrição,Nota (1 a 5),Endereço,Bairro,Como chegar,Link,Telefone,Horários
FALSE,Botequim Rio Antigo,"Parece, Mas Não É!!! Original do Rio Antigo: de Brás de Pina à Olaria, Esse Petisco é Alegria.","Petisco com formato de acarajé, feito com milho verde, recheado com cupim e frango. Acompanha molho de jabuticaba.",,"Rua Uranos, 1489 | Olaria, Rio de Janeiro – RJ",Olaria,"https://www.google.com/maps/search/?api=1&query=Rua%20Uranos,%201489%20|%20Olaria,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/botequim-rio-antigo/,(21) 3867-6124,"Terças, das 17h às 23hQuartas, das 17h às 23hQuintas, das 17h às 23hSextas, das 17h às 24hSábados, das 12h às 24hDomingos, das 12h às 22h"
FALSE,Brazuca,"Bebo Vem e Bebo Vai, Que Nem Maré. Balança, Mas Não Cai, Boêmio é…","Trio de bruschettas (brazuchettas) de bacalhau, pernil desfiado com crispy de couve e de chutney de frutas com especiarias.",,"Rua Luís Sá, 205 | Portuguesa, Rio de Janeiro – RJ",Portuguesa,"https://www.google.com/maps/search/?api=1&query=Rua%20Luís%20Sá,%20205%20|%20Portuguesa,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/brazuca/,(21) 4141-2300,"Terças, das 18h às 23hQuartas, das 18h às 23hQuintas, das 12h às 23hSextas, das 12h às 24hSábados, das 12h às 24hDomingos, das 12h às 22h"
FALSE,Buteco do Portuga,Próxima Parada: Estação Maxambomba! Vulcão Adormecido.,Batata recheada com creme de camarão.,,"Rua Coronel Francisco Soares, 1351 | Nova Iguaçu, Nova Iguaçu – RJ",Nova Iguaçu,"https://www.google.com/maps/search/?api=1&query=Rua%20Coronel%20Francisco%20Soares,%201351%20|%20Nova%20Iguaçu,%20Nova%20Iguaçu%20–%20RJ",http://www.comidadibuteco.com.br/buteco-do-portuga/,(21) 3773-0723,"Segundas, das 13h às 22hQuartas, das 13h às 22hQuintas, das 13h às 22hSextas, das 13h às 23hSábados, das 13h às 23hDomingos, das 16h às 21h"
FALSE,Buteco Maria Flor,A vida é uma Festa,"Costela suína e linguiça, marinados em especiarias e ervas frescas, acompanhados de um molho barbecue, farofa crocante e vinagrete.",,"Rua Gomes Braga, 5 – A | Andaraí, Rio de Janeiro – RJ",Andaraí,"https://www.google.com/maps/search/?api=1&query=Rua%20Gomes%20Braga,%205%20–%20A%20|%20Andaraí,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/buteco-maria-flor/,(21) 98370-9911,"Quartas, das 15h às 24hQuintas, das 15h às 24hSextas, das 15h às 24hSábados, das 13h às 24hDomingos, das 12h às 20hSegundas, das 15h às 24h"
FALSE,Buteko em Nome do Pai e do Filho,Quem Tem Medo do Lobo Mau?,"Três polpettas de porco (copa lombo) com berinjela, cubinhos de bacon e especiarias (tomilho, erva-doce e pimenta-do-reino), fritas, acompanhadas de um chutney de maçã com vinho branco, mostarda e mel levemente apimentado.",,"Rua Barão de Mesquita, 893 | Andaraí, Rio de Janeiro – RJ",Andaraí,"https://www.google.com/maps/search/?api=1&query=Rua%20Barão%20de%20Mesquita,%20893%20|%20Andaraí,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/buteko-em-nome-do-pai-e-do-filho/,(21) 3437-6166,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 13h às 24hDomingos, das 13h às 22h"
FALSE,Cachambeer,Mini Costela de Roupa Nova,"A consagrada costela no bafo do Cachambeer volta ao CDB para comemorar os 20 anos do bar. Desta vez, repaginada, servida em uma versão mini, ela vem desfiada com farofa de carne seca na manteiga de garrafa e com o aipim cozido no caldo da costela.",,"Rua Cachambi, 475 – Lojas A E B | Cachambi, Rio de Janeiro – RJ",Cachambi,"https://www.google.com/maps/search/?api=1&query=Rua%20Cachambi,%20475%20–%20Lojas%20A%20E%20B%20|%20Cachambi,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/cachambeer/,(21) 3042-1640,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 12h às 24hDomingos, das 12h às 18h"
FALSE,Caldo de Pinto,Amor de Bar,"Bacalhau e camarão gratinados, servidos com chips crocantes.",,"Rua Ministro João Alberto, Lote 40, Quadra 88 | Jd. Meriti, São João de Meriti – RJ",Jardim Meriti,"https://www.google.com/maps/search/?api=1&query=Rua%20Ministro%20João%20Alberto,%20Lote%2040,%20Quadra%2088%20|%20Jd.%20Meriti,%20São%20João%20de%20Meriti%20–%20RJ",http://www.comidadibuteco.com.br/caldo-de-pinto/,(21) 2751-0145,"Terças, das 18h às 23hQuartas, das 18h às 23hQuintas, das 18h às 23hSextas, das 18h às 23hSábados, das 13h às 23hDomingos, das 13h às 23h"
FALSE,Caneco 85,Caiçara Arretado,"Camarão puxado no alho e óleo, acompanhado de farofa de milharina e vinagrete de abacaxi com mel.",,"Rua São Salvador, 85 – Loja A | Flamengo, Rio de Janeiro – RJ",Flamengo,"https://www.google.com/maps/search/?api=1&query=Rua%20São%20Salvador,%2085%20–%20Loja%20A%20|%20Flamengo,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/caneco-85/,(21) 96460-2101,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 13h às 23hDomingos, das 13h às 23h"
FALSE,Carpaccio,Siri Cascudo,Bolinhos de carne de siri recheados com queijo provolone e empanados em farinha Panko.,,"Rua Joana Kalil, 9 | Jardim Meriti, São João de Meriti - RJ",Jardim Meriti,"https://www.google.com/maps/search/?api=1&query=Rua%20Joana%20Kalil,%209%20|%20Jardim%20Meriti,%20São%20João%20de%20Meriti%20-%20RJ",http://www.comidadibuteco.com.br/carpaccio/,(21) 2699-0468,"Segundas, das 12h às 16hTerças, das 12h às 16hQuartas, das 12h às 16hQuintas, das 12h às 16hSextas, das 12h às 23hSábados, das 12h às 23hDomingos, das 12h às 16h"
FALSE,Casa da Sogra,Trio Marítimo,"Trio de crostinis recheados com sabores marítimos: vinagrete de mexilhão, polvo refogado com lâminas de parmesão e camarão refogado com cream cheese. Acompanhados pela saborosa geleia de pimenta da sogra e pesto de coentro.",,"Rua Praia de Itaipu, 22 – Travessa Tereza | Itaipu, Niterói – RJ",Itaipu,"https://www.google.com/maps/search/?api=1&query=Rua%20Praia%20de%20Itaipu,%2022%20–%20Travessa%20Tereza%20|%20Itaipu,%20Niterói%20–%20RJ",http://www.comidadibuteco.com.br/casa-da-sogra/,(21) 96448-8071,"Segundas, das 9h às 18hTerças, das 9h às 18hQuartas, das 9h às 18hQuintas, das 9h às 18hSextas, das 9h às 18hSábados, das 9h às 18hDomingos, das 9h às 18h"
FALSE,Casa do Galeto,Ninho do Galeto,Miúdos de frango acompanhados com polenta cremosa.,,"Rua Lino Teixeira, 304 – Loja A | Jacaré, Rio de Janeiro – RJ",Jacaré,"https://www.google.com/maps/search/?api=1&query=Rua%20Lino%20Teixeira,%20304%20–%20Loja%20A%20|%20Jacaré,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/casa-do-galeto/,(21) 98876-9029,"Terças, das 11h às 23hQuartas, das 11h às 23hQuintas, das 11h às 23hSextas, das 11h às 23hSábados, das 11h às 23hDomingos, das 11h às 22h"
FALSE,Cevina,Espírito de Porco,"Três casquinhas crocantes de copa lombo desfiada por 6 horas, creme de alho-poró com requeijão, queijo maçaricado, um punhado de crispy de aipim, finalizado com coentro e geleia de abacaxi com pimenta a gosto.",,"Rua General Venâncio Flores, 276 | Jardim Vinte e Cinco de Agosto, Duque de Caxias – RJ",Jardim Vinte e Cinco de Agosto,"https://www.google.com/maps/search/?api=1&query=Rua%20General%20Venâncio%20Flores,%20276%20|%20Jardim%20Vinte%20e%20Cinco%20de%20Agosto,%20Duque%20de%20Caxias%20–%20RJ",http://www.comidadibuteco.com.br/cevina/,(21) 3842-2525,"Segundas, das 12h às 24hTerças, das 12h às 24hQuartas, das 12h às 24hQuintas, das 12h às 24hSextas, das 12h às 24hSábados, das 16h às 24hDomingos, das 16h às 24h"
FALSE,Cine Botequim,Meu Petisco é uma Peça?,"6 bobs de massa de carne, recheados com purê de batata, presunto e queijos.",,"Rua Conselheiro Saraiva, 39 | Centro, Rio de Janeiro – RJ",Centro,"https://www.google.com/maps/search/?api=1&query=Rua%20Conselheiro%20Saraiva,%2039%20|%20Centro,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/cine-botequim/,(21) 2253-1414,"Segundas, das 12h às 23hTerças, das 12h às 23hQuartas, das 12h às 23hQuintas, das 12h às 23hSextas, das 12h às 23hSábados, das 12h às 17h"
FALSE,Coletivo Bar,Temaki Coletivo,"Temaki feito com massa de pastel em três sabores: camarão com alho-poró, parmesão, requeijão e crispy de bacon, linguiça toscana com cebola caramelizada, cream cheese e crispy de couve e lâminas de shitake na mantiega com cream cheese e crispy de alho-poró.",,"Rua Visconde de Itamarati, 115 – A | Maracanã, Rio de Janeiro – RJ",Maracanã,"https://www.google.com/maps/search/?api=1&query=Rua%20Visconde%20de%20Itamarati,%20115%20–%20A%20|%20Maracanã,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/coletivo-bar/,(21) 2567-2308,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 17h às 24hDomingos, das 17h às 24h"
FALSE,Contemporâneo Lapa,Cama Picante,"Bolinho de chilli mexicano com carne e crosta de nachos. Acompanha um refrescante molho de guacamole e a nossa deliciosa couve mineira crispy, que dá aquele toque mineirês do chef… Bão demais da conta, uai!!",,"Avenida Gomes Freire, 625 – Loja A | Lapa, Rio de Janeiro – RJ",Lapa,"https://www.google.com/maps/search/?api=1&query=Avenida%20Gomes%20Freire,%20625%20–%20Loja%20A%20|%20Lapa,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/contemporaneo-lapa/,(21) 2507-1758,"Segundas, das 12h às 24hTerças, das 12h às 24hQuartas, das 12h às 24hQuintas, das 12h às 24hSextas, das 12h à 1hSábados, das 12h à 1hDomingos, das 12h às 24h"
FALSE,Costelas,Um Sonho de Petisco,"Bolinhos de aipim sem recheio, costela bovina defumada, desfiada, refogada em cerveja escura e aioli de agrião.",,"Rua Barão de Iguatemi, 408 | Praça da Bandeira, Rio de Janeiro – RJ",Praça da Bandeira,"https://www.google.com/maps/search/?api=1&query=Rua%20Barão%20de%20Iguatemi,%20408%20|%20Praça%20da%20Bandeira,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/costelas/,(21) 98133-7428,"Terças, das 11h30 às 17hQuartas, das 11h30 às 22hQuintas, das 11h30 às 22hSextas, das 11h30 às 22hSábados, das 11h30 às 22hDomingos, das 11h30 às 17h"
FALSE,Deck Bar e Restaurante,Costela Arrepiada Casada com Picada de Cobra,Costela no osso ao molho de maionese defumada.,,"Rua Alameda dos Ingás (Ilha da Gigóia), 190 – Casa B | Barra da Tijuca, Rio de Janeiro – RJ",Barra da Tijuca,"https://www.google.com/maps/search/?api=1&query=Rua%20Alameda%20dos%20Ingás%20(Ilha%20da%20Gigóia),%20190%20–%20Casa%20B%20|%20Barra%20da%20Tijuca,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/deck-bar-e-restaurante/,(21) 3738-0935,"Segundas, das 11h às 20hTerças, das 11h às 20hQuartas, das 11h às 20hQuintas, das 11h às 20hSextas, das 11h às 20hSábados, das 11h às 20hDomingos, das 11h às 20h"
FALSE,Deza Botequim,Paixão Nacional,"Delicioso caldinho de feijão com carnes nobres de feijoada (carne seca, lombo, costelinha e linguiças), fatias de arroz crocante, couve frita e geleia de laranja com pimenta.",,"Travessa Tamoios, 32 – Loja A | Flamengo, Rio de Janeiro – RJ",Flamengo,"https://www.google.com/maps/search/?api=1&query=Travessa%20Tamoios,%2032%20–%20Loja%20A%20|%20Flamengo,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/deza-botequim/,(21) 99644-4016,"Segundas, das 12h às 16hTerças, das 12h às 24hQuartas, das 12h às 24hQuintas, das 12h às 24hSextas, das 12h à 1hSábados, das 12h à 1hDomingos, das 12h às 20h"
FALSE,Dida Bar,Da África ao Brasil!,"Lombo suíno c/ molho de rapadura, feijões nossos de cada dia, bacon e linguiça. Acompanha bolinho de aipim recheado com carne desfiada e temperos africanos.",,"Rua Barão de Iguatemi, 379 | Praça da Bandeira, Rio de Janeiro – RJ",Praça da Bandeira,"https://www.google.com/maps/search/?api=1&query=Rua%20Barão%20de%20Iguatemi,%20379%20|%20Praça%20da%20Bandeira,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/dida-bar/,(21) 2504-0841,"Terças, das 16h às 22hQuartas, das 16h às 22hQuintas, das 12h às 23hSextas, das 12h às 23hSábados, das 12h às 23hDomingos, das 12h às 20h"
FALSE,Dom Pedro,Descasque Este Abacaxi,Camarões empanados no bacon e abacaxi ao molho.,,"Rua Francisco Manuel, 31 | Benfica, Rio de Janeiro – RJ",Benfica,"https://www.google.com/maps/search/?api=1&query=Rua%20Francisco%20Manuel,%2031%20|%20Benfica,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/dom-pedro/,(21) 3279-0092,"Segundas, das 12h às 22hTerças, das 12h às 22hQuartas, das 12h às 22hQuintas, das 12h às 22hSextas, das 12h às 22hSábados, das 12h às 21h30Domingos, das 12h às 17h"
FALSE,Edinho do Caranguejo,Meu Primo Siri-Mole,Caldinho nordestino de siri e peixe com leite de coco e tempero caseiro. Acompanha siri-mole inteiro para você deliciar-se com cada pedacinho.,,"Rua Humberto de Campos, 143 | Centro, Duque De Caxias – RJ",Centro,"https://www.google.com/maps/search/?api=1&query=Rua%20Humberto%20de%20Campos,%20143%20|%20Centro,%20Duque%20De%20Caxias%20–%20RJ",http://www.comidadibuteco.com.br/edinho-do-caranguejo/,(21) 2772-1319,"Segundas, das 12h à 23h30Terças, das 12h à 23h30Quartas, das 12h à 23h30Quintas, das 12h à 23h30Sextas, das 12h às 24hSábados, das 12h às 24h"
FALSE,Empório da Ovelha,Cordeiro de Deus: Sabor dos Deuses,"Mix de petiscos de cordeiro: 2 minikaftas + 2 bolinhas de linguiça + 2 croquetes, acompanhados de geleia de pimenta defumada e molho de hortelã.",,"Rua Álvares de Azevedo, 108 - Loja 102 | Icaraí, Niterói - RJ",Icaraí,"https://www.google.com/maps/search/?api=1&query=Rua%20Álvares%20de%20Azevedo,%20108%20-%20Loja%20102%20|%20Icaraí,%20Niterói%20-%20RJ",http://www.comidadibuteco.com.br/emporio-da-ovelha/,(21) 3619-0449,"Terças, das 12h às 23hQuartas, das 12h às 23hQuintas, das 12h às 23hSextas, das 12h às 23hSábados, das 12h às 23hDomingos, das 12h às 23h"
FALSE,Empório do Bacalhau,Bolinho Sex on The Beach,"Massa de bolinho de bacalhau, recheada com camarão e cream cheese, acompanhada de molho pesto, azeite extravirgem e ervas..",,"Rua Gabriel Lisboa, 5 – Loja B | Irajá, Rio de Janeiro – RJ",Irajá,"https://www.google.com/maps/search/?api=1&query=Rua%20Gabriel%20Lisboa,%205%20–%20Loja%20B%20|%20Irajá,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/emporio-do-bacalhau/,(21) 96482-8260,"Terças, das 11h às 24hQuartas, das 11h às 24hQuintas, das 11h às 24hSextas, das 11h à 1h30Sábados, das 11h à 1h30Domingos, das 10h à 1h30"
FALSE,Empório Quintana Boteco,Fogo no Picadinho!,"Picadinho de carne com molho da casa, cogumelo paris, chouriço português, cebola e alho. Gratinado com queijo. Pão e mix de pimentas.",,"Rua Capitão Félix, 110 – Av. Central, Loja 14 | Benfica, Rio de Janeiro – RJ",Benfica,"https://www.google.com/maps/search/?api=1&query=Rua%20Capitão%20Félix,%20110%20–%20Av.%20Central,%20Loja%2014%20|%20Benfica,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/emporio-quintana-boteco/,(21) 96017-3849,"Terças, das 11h às 19h30Quartas, das 11h às 19h30Quintas, das 11h às 19h30Sextas, das 11h às 19h30Sábados, das 11h às 19h30Domingos, das 10h30 às 17h"
FALSE,Empório Santa Oliva,Somos Nós,"Trio de cone de pastéis. A massa tradicional virou o cone, com três dos nossos principais recheios em uma nova versão butequeira. Inspirados na nossa oliveira, nasceram os molhos de azeitona e dois azeites: azeite com pimenta e azeite com ervas. Cone de pastel: camarão com cream cheese e alho-poró. Cone de pastel: carpaccio de mignon ao molho de gorgonzola. E cone de pastel vegetariano: com palmito, cebola roxa, salsa e pimenta-do-reino.",,"Avenida Tenente-Coronel Muniz de Aragão, 26 – Jacarepaguá | Anil, Rio de Janeiro – RJ",Anil,"https://www.google.com/maps/search/?api=1&query=Avenida%20Tenente-Coronel%20Muniz%20de%20Aragão,%2026%20–%20Jacarepaguá%20|%20Anil,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/emporio-santa-oliva/,(21) 3988-8489,"Terças, das 16h às 24hQuartas, das 16h às 24hQuintas, das 16h às 24hSextas, das 16h às 24hSábados, das 12h às 24hDomingos, das 12h às 22h"
FALSE,Enchendo Linguiça,Porras de Linguiça,"Borda de pizza recheada com paio Enchendo Linguiça, um caldinho de feijão para acompanhar e molho de pimenta.",,"Avenida Engenheiro Richard, 2 | Grajaú, Rio de Janeiro – RJ",Grajaú,"https://www.google.com/maps/search/?api=1&query=Avenida%20Engenheiro%20Richard,%202%20|%20Grajaú,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/enchendo-linguica/,(21) 2576-5727,"Terças, das 12h às 24h Quartas, das 12h às 24h Quintas, das 12h às 24h Sextas, das 12h à 1h Sábados, das 12h à 1h Domingos, das 12h às 21h"
FALSE,Folia do Boi,Swing Suíno,"Cama de aipim crocante, costela suína desfiada com azeite de ervas frescas e cebola “inevitável”. Finalizada com bacon e alho dourados, queijo coalho, salsa e pimentão vermelho assado na brasa. Acompanha farofa de farinha Panko puxada na manteiga, alho e salsa.",,"Rua Cachambi, 253 – Loja B | Cachambi, Rio de Janeiro – RJ",Cachambi,"https://www.google.com/maps/search/?api=1&query=Rua%20Cachambi,%20253%20–%20Loja%20B%20|%20Cachambi,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/folia-do-boi/,(21) 2261-0058,"Terças, das 11h às 23hQuartas, das 11h às 23hQuintas, das 11h às 23hSextas, das 11h às 24hSábados, das 11h30 às 24hDomingos, das 11h30 às 20h"
FALSE,Galpão Gourmet GG,Quintal de Casa,"Bolinho de arroz com costela bovina defumada em lenha de macieira com queijo, recheada de camarão em pedaços batido com cream cheese. Servido ao molho de endro com redução de laranjas.",,"Rua Ituverava, 665 | Anil, Rio de Janeiro – RJ",Anil,"https://www.google.com/maps/search/?api=1&query=Rua%20Ituverava,%20665%20|%20Anil,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/galpao-gourmet-gg/,(21) 3556-4389,"Terças, das 11h às 23h Quartas, das 11h às 23hQuintas, das 11h às 23hSextas, das 11h às 24hSábados, das 11h às 24hDomingos, das 11h às 18h"
FALSE,Gato de Botas,Gato Melado,Costela bovina desfiada à mineira com musseline de batata baroa e fio de melado. É pra se lambuzar!,,"Rua Torres Homem, 118 – Loja C | Vila Isabel, Rio de Janeiro – RJ",Vila Isabel,"https://www.google.com/maps/search/?api=1&query=Rua%20Torres%20Homem,%20118%20–%20Loja%20C%20|%20Vila%20Isabel,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/gato-de-botas/,(21) 3176-0084,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 12h às 24hDomingos, das 12h às 23h"
FALSE,Granel,Panelada de Costela com Escabeche de Jiló,"Panelinha de costela bovina marinada em cerveja, feita em cozimento lento, desfiada, acebolada e finalizada com cebola crocante. Acompanha panelinha de jiló escabeche, refogado com pimentões coloridos, cebolas roxa e branca, ervas frescas e gratinada com misto queijos.",,"Rua Vereador Duque Estrada, 50 | Santa Rosa, Niterói – RJ",Santa Rosa,"https://www.google.com/maps/search/?api=1&query=Rua%20Vereador%20Duque%20Estrada,%2050%20|%20Santa%20Rosa,%20Niterói%20–%20RJ",http://www.comidadibuteco.com.br/granel/,(21) 3629-9629,"Terças, das 18h às 24hQuartas, das 18h às 24hQuintas, das 18h às 24hSextas, das 18h às 24hSábados, das 12h à 1hDomingos, das 12h às 18h"
FALSE,Hora Extra,Bifanas do João,"Delicioso sanduíche de porco banhando por um delicioso molho, finalizando com uma farofinha de costela temperada a parte.",,"Rua Arcozelo, 60 – Loja B | Vila Valqueire, Rio de Janeiro – RJ",Vila Valqueire,"https://www.google.com/maps/search/?api=1&query=Rua%20Arcozelo,%2060%20–%20Loja%20B%20|%20Vila%20Valqueire,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/hora-extra/,(21) 3269-3020,"Terças, das 18h às 24hQuartas, das 18h às 24hQuintas, das 18h às 24hSextas, das 18h às 24hSábados, das 15h às 24hDomingos, das 13h às 22h"
FALSE,Ilha do Sol,Del Rei,Sanduíche de lombo suíno ao molho barbecue no pão francês com acompanhamento de cubos de abacaxi caramelizado.,,"Rua Furquim Werneck, 110 | Paquetá, Rio de Janeiro – RJ",Paquetá,"https://www.google.com/maps/search/?api=1&query=Rua%20Furquim%20Werneck,%20110%20|%20Paquetá,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/ilha-do-sol/,(21) 99608-8110,"Segundas, das 10h às 21hTerças, das 10h às 21hQuintas, das 10h às 21hSextas, das 10h às 21hSábados, das 10h às 21hDomingos, das 10h às 21h"
FALSE,Liceu Grill,Rabada com Nhoque Frito,Ragu de rabada da vovó com nhoque frito.,,"Rua Nelson Mandela, 100 – Loja 104 | Botafogo, Rio de Janeiro – RJ",Botafogo,"https://www.google.com/maps/search/?api=1&query=Rua%20Nelson%20Mandela,%20100%20–%20Loja%20104%20|%20Botafogo,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/liceu-grill/,(21) 2537-6119,Horário:
FALSE,Maracuyá,Amor de Vó,Aligot de abóbora com carne desfiada e queijo coalho gratinado e chips de banana-da-terra.,,"Ilha Primeira, 13 | Barra, Rio de Janeiro – RJ",Barra da Tijuca,"https://www.google.com/maps/search/?api=1&query=Ilha%20Primeira,%2013%20|%20Barra,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/maracuya/,(21) 96592-5863,"Quartas, das 16h às 22hQuintas, das 16h às 22hSextas, das 16h às 22hSábados, das 12h às 22hDomingos, das 12h às 20h"
FALSE,Minha Joia,Cupim Cansado,"Cupim assado, cuscuz, aipim e farofa.",,"Avenida Almirante Tamandaré, 191 – Loja 115 | Piratininga, Niterói – RJ",Piratininga,"https://www.google.com/maps/search/?api=1&query=Avenida%20Almirante%20Tamandaré,%20191%20–%20Loja%20115%20|%20Piratininga,%20Niterói%20–%20RJ",http://www.comidadibuteco.com.br/minha-joia/,(21) 98448-0178,"Segundas, das 17h às 24hTerças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 17h às 24hDomingos, das 17h às 17h"
FALSE,Mr. Meat,As Belas Coxas de Isabel,"Duas coxas de frango envolvidas no bacon, defumadas e finalizadas no molho de barbecue e conhaque. Acompanhadas de batatas rústicas assadas com tempero de ervas e vinagrete de mix de pimentões e cebola roxa.",,"Rua Visconde de Abaeté, 139 | Vila Isabel, Rio de Janeiro – RJ",Vila Isabel,"https://www.google.com/maps/search/?api=1&query=Rua%20Visconde%20de%20Abaeté,%20139%20|%20Vila%20Isabel,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/mr-meat/,(21) 96401-6410,"Terças, das 17h à 1hQuartas, das 17h à 1hQuintas, das 17h à 1hSextas, das 17h à 1hSábados, das 11h à 1hDomingos, das 11h à 1h"
FALSE,Nasceu do Sol,A Cara do Boteco,Moela de frango atolada no purê de mandioca com parmesão fresco.,,"Rua Castro Barbosa, 1039 – Loja B | Grajaú, Rio de Janeiro – RJ",Grajaú,"https://www.google.com/maps/search/?api=1&query=Rua%20Castro%20Barbosa,%201039%20–%20Loja%20B%20|%20Grajaú,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/nasceu-do-sol/,(21) 2268-0457,"Segundas, das 11h às 24hTerças, das 11h às 24hQuartas, das 11h às 24hQuintas, das 11h às 24hSextas, das 11h às 24hSábados, das 11h às 24hDomingos, das 11h às 23h"
FALSE,Noo Cachaçaria,Fé Noo Kibe,"Kibe recheado de cogumelos frescos, creme azedo e azeite defumado.",,"Rua Barão de Iguatemi, 358 – Loja B | Praça da Bandeira, Rio de Janeiro – RJ",Praça da Bandeira,"https://www.google.com/maps/search/?api=1&query=Rua%20Barão%20de%20Iguatemi,%20358%20–%20Loja%20B%20|%20Praça%20da%20Bandeira,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/noo-cachacaria/,(21) 99726-8608,"Terças, das 12h às 22hQuartas, das 12h às 22hQuintas, das 12h às 22hSextas, das 12h às 23hSábados, das 12h às 23hDomingos, das 12h às 17h"
FALSE,Oficina do Crepe,Que Loucura de Crepe!,Panqueca de crepe recheada de frango com catupiry empanado na farinha Panko.,,"Rua Castro Barbosa, 1011 | Grajaú, Rio de Janeiro – RJ",Grajaú,"https://www.google.com/maps/search/?api=1&query=Rua%20Castro%20Barbosa,%201011%20|%20Grajaú,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/oficina-do-crepe/,(21) 96424-4199,"Terças, das 19h às 2hQuartas, das 19h às 2hQuintas, das 19h às 2hSextas, das 19h às 2hSábados, das 19h às 2hDomingos, das 18h à 1h"
FALSE,Os Imortais,Kibizinho do Vovô,"Três deliciosos kibes de boteco recheados com queijo, amendoim, ovo e pimenta biquinho. Acompanha molho de coentro com azeite.",,"Rua Ronald de Carvalho, 147 – Loja A | Copacabana, Rio de Janeiro – RJ",Copacabana,"https://www.google.com/maps/search/?api=1&query=Rua%20Ronald%20de%20Carvalho,%20147%20–%20Loja%20A%20|%20Copacabana,%20Rio%20de%20Janeiro%20–%20RJ",http://www.comidadibuteco.com.br/os-imortais/,(21) 3563-8959,"Segundas, das 17h às 24hTerças, das 17h às 24hQuartas, das 17h à 1hQuintas, das 17h à 1hSextas, das 17h às 2hSábados, das 12h às 2hDomingos, das 12h às 24h"
FALSE,Palitus Bar,Bolinho de Mexilhão,Bolinho de mexilhão empanado servido com molho tártaro.,,"Avenida Carlos Ermelindo Marins, 501 | Jurujuba, Niterói – RJ",Jurujuba,"https://www.google.com/maps/search/?api=1&query=Avenida%20Carlos%20Ermelindo%20Marins,%20501%20|%20Jurujuba,%20Niterói%20–%20RJ",http://www.comidadibuteco.com.br/palitus-bar/,(21) 96822-6618,"Terças, das 17h às 24hQuartas, das 17h às 24hQuintas, das 17h às 24hSextas, das 17h às 24hSábados, das 17h às 24hDomingos, das 12h às 22h"
